start	end	eng	cmn	jpn
277069	284044	 At last. We thought you'd never arrive.  Alice, Hamish is waiting to dance with you. Go. 	 终于到了，我还以为你们不会来了呢  爱丽丝，哈米什正等着和你跳舞呢，去吧 	 お越しにならないかと思いましたわ  アリス、ヘイミッシュがお待ちかねよ 行きなさい 
287829	290050	 You do realize it's well past 4:00. 	 你也知道已经过了4:00了 	 もう四時をまわっているのよ 
290165	294054	 Now everything will have to be rushed through.  - I am sorry. - Oh, never mind! 	 现在一切都得赶快了  - 对不起 - 哦，别介意 	 大急ぎでことを進めないと  - 申し訳ございません - 言い訳はけっこうよ 
298757	303003	 Forgive my wife. She's been planning this affair for over 20 years. 	 原谅我妻子吧，她计划这个宴会已经20年了 	 妻をおゆるしください。彼女は20年も前から 今日の計画を立てていたもので 
303887	306006	 If only Charles were here... 	 要是查理斯在这该多好… 	 チャールズがいてくれたら… 
306765	308008	 My condolences. 	 我深表遗憾 	 お悔やみを申し上げます 
309017	313013	 I think of your husband often. He was truly a man of vision. 	 我也经常想念你的丈夫 他是个有眼光的人 	 夫君は本当に 聡明な方でした 
314077	318018	 I hope you don't think I've taken advantage of your misfortunes. 	 我只希望你不要认为我利用了你的不幸 	 どうかあなたの不運を 利用していると思わないでください 
318402	322022	 Of course not. I'm pleased that you purchased the company. 	 当然不会，我很高兴你买下了他的公司 	 まさか。会社を買い戻してくださって 感謝していますわ 
323240	327027	 I was a fool for not investing in his mad venture when I had the chance. 	 我真是个傻瓜 有机会的时候没有投资他的疯狂冒险 	 私はおろかで 肝心なときに彼を信じられなかった 
328150	330030	 Charles thought so, too. 	 查理斯也会这样想的 	 チャールズ自身 信じてはいなかったわ 
349099	352052	 Hamish, do you ever tire of quadrille? 	 哈米什，你跳方阵舞就从来没有厌倦过吗？ 	 ヘイミッシュ、疲れない? 
352102	356056	 On the contrary. I find it invigorating. 	 相反，我觉得它让人精神振奋 	 逆です。むしろどんどん元気になる 
360986	362002	 Do I amuse you? 	 我让你觉得好笑了？ 	 楽しいかい? 
362455	369009	 No.  I had a sudden vision of all the ladies in trousers  and the men wearing dresses. 	 不  我突然想到，要是所有女人穿长裤  而男人穿裙子该有多好笑 	 空想していたのよ  女たちがズボンを履いていたり、 男たちがドレスを着ていたり 
369161	372012	 I think you'll do best to keep your visions to yourself. 	 我觉得你最好多想想自己 	 目をしっかり見開いて 
372039	374014	 When in doubt, remain silent. 	 有什么拿不准的就保持沉默 	 おかしなことは言わないほうがいい 
382591	386026	 Pardon us, sir. Miss Kingsleigh is distracted today. 	 抱歉，先生，金斯利小姐今天有点分心了 	 たいへん失礼。ミス・キングスレイは 本日、疲れ気味で 
386136	387027	 Where's your head? 	 你怎么搞的？ 	 うわの空かい? 
387721	390030	 I was wondering what it would be like to fly. 	 我在想飞是什么样的感觉 	 空を飛べたらいいなって 考えてたの 
390724	394034	 Why would you spend your time  thinking about such an impossible thing? 	 你为什么总是浪费时间想些不可思议的事？ 	 いったい、なんでそんな あり得ないことばかり考えるんだい? 
394102	395035	 Why wouldn't I? 	 为什么不行？ 	 いけない? 
395520	401041	 My father said he sometimes believed in six impossible things  before breakfast. 	 我父亲说他有时候可以在早餐前 一下相信六件不可思议的事 	 父はときどき朝食の前に 六つのあり得ない事柄について考えると 
402986	404044	 Come along. 	 跟我来 	
406823	410050	 Alice, meet me under the gazebo in precisely 10 minutes. 	 爱丽丝，10分钟后准时到露台下见我 	 アリス、きっかり10分後に 展望台に来て下さい 
412537	414054	 We have a secret to tell you. 	 我们有个秘密要告诉你 	 すごい秘密を知ってるのよ 
414289	416056	 If you're telling me, then it's not much of a secret. 	 如果告诉我就不是秘密了 	 私に話したら、 それは秘密じゃなくなるわよ 
416416	425005	 - Perhaps we shouldn't. - We decided we should.  If we tell her, she won't be surprised.  - Will you be surprised? - Not if you tell me.  But now you've brought it up, you have to. 	 - 也许我们不该说 - 但我们还是决定说出来  如果我们告诉她，等下她就不会惊喜了  - 你还会惊喜吗？ - 如果你告诉我就不会了  但是既然你们已经提到了，那就说出来吧 	 - そうね。 - でも話した方がいいんじゃないかしら  いえ、きっと言わない方がいいわ  ここまで言っておいて 教えないつもり? 
425008	427007	 - No, we don't. - In fact, we won't. 	 - 不，我们不说 - 实际上，我们不会说的 	 - 教えないわよ - そう、教えないわ 
429179	437017	 I wonder if your mother knows  that you two swim naked in the Havershims' pond.  - You wouldn't. - Oh, but I would. 	 我想如果你们母亲知道你们俩 在哈福新斯池塘里裸泳的话…  - 你不会说的 - 哦，但是我会说的 	 お二人が池でハダカで泳いだことを お母様が知ったらどう思うかしら  - やめなさいよ - どうしようかしら 
437020	439019	 There's your mother right now. 	 你们母亲就在那里 	 あら、ちょうどお母様がいらっしゃるわ 
439497	441021	 Hamish is going to ask for your hand. 	 哈米什将向你求婚 	 ヘイミッシュは プロポーズするつもりよ 
441691	444024	 You've ruined the surprise! 	 你们毁了这个惊喜 	 秘密が台無しよ 
444736	446026	 I could strangle them! 	 我想掐死她们 	 首をしめてやればよかった 
446696	455035	 Everyone went to so much effort to keep the secret.  Does everyone know?  It's why they've all come. This is your engagement party. 	 每个人都费尽心思保守这个秘密  每个人都知道了吗？  他们都为这个来的，这是你的订婚宴会 	 秘密を守るために みんながどれだけ苦労したか  知らないのは私だけ?  今日はあなたの婚約パーティなのよ 
456123	459039	 Hamish will ask you under the gazebo. When you say yes... 	 哈米什将在露台下向你求婚 当你答应“我愿意”的时候… 	 ヘイミッシュは展望台であなたに求婚するわ あなたがイエスと言えば 
459793	462042	 But I don't know if I want to marry Hamish. 	 但是我还不知道要不要嫁给哈米什 	 私、ヘイミッシュと結婚する気ないわ 
462420	466046	 Who, then? You won't do better than a lord. 	 那么你想嫁给谁呢？ 你找不到比贵族更好的了吧 	 こんなに素晴らしいお話は 二度とないのよ 
468718	473053	 You'll soon be 20, Alice. That pretty face won't last forever. 	 你很快就20岁了 你的脸蛋不会漂亮一辈子的 	 もうじき二十歳になるわ、アリス いつまでも美しくはいられないのよ 
473682	476056	 You don't want to end up like Aunt Imogene. 	 你不想最后和伊莫金姑姑一样吧 	 イメジン叔母のようには なりたくないでしょ? 
476810	479059	 And you don't want to be a burden on Mother, do you? 	 你也不想成为你母亲的负担吧，对吗？ 	 それに、お母様を苦しめたくはないでしょ? 
479312	480000	 No. 	 不 	 それは… 
480564	482002	 So you'll marry Hamish. 	 那么你就该嫁给哈米什 	 それならヘイミッシュと結婚しなさい 
482858	484004	 You will be as happy as I am with Lowell, 	 你会快乐的，就像我和洛厄尔一样 	 私とロウェルのように 
484734	486006	 and your life will be perfect. 	 你的生活会完美的 	 完璧な人生を歩むのよ 
486403	489009	 It's already decided.  Alice, dear. 	 一切都被安排好了  爱丽丝，亲爱的 	 もう約束されているのよ  アリス 
490782	492012	 I'll leave you to it. 	 我得走开了 	 後でね 
492576	497017	 Shall we take a leisurely stroll through the garden, just you and me? 	 我们去花园里走一走好吗？就我和你 	 お庭をお散歩しませんか 私とあなたと二人で 
501751	503023	 Do you know what I've always dreaded? 	 你知道我一直担心的是什么吗？ 	 私の心配ごとが何かご存知? 
503712	506026	 The decline of the aristocracy? 	 贵族地位的没落？ 	 貴族社会の没落? 
506089	509029	 Ugly grandchildren. But you're lovely. 	 我担心的是生个丑孙子 但是你很可爱 	 皮肉屋ね でも愛くるしい 
509067	513033	 You're bound to produce little... Imbeciles! 	 你注定要生一个小… 蠢货！ 	 あなたの運命は小さな… なんてこと! 
513138	514034	 The gardeners have planted white roses 	 这些蠢货园丁居然种的白玫瑰 	 庭師ったら 
514681	519039	 when I specifically asked for red.  You could always paint the roses red. 	 我特意交代过要红的  你可以把玫瑰涂成红色的 	 赤いバラにとあれほど  ペンキを塗るといいじゃない 
519227	522042	 What an odd thing to say. 	 这个说法还真奇怪 	 いやなことを言うのね 
522105	528048	 You should know that my son has extremely delicate digestion. 	 你知道我儿子消化不良 	 いい事? 私の息子は 胃がたいへんに弱いの 
528111	530050	 - Did you see that? - See what? 	 - 你看到了吗？ - 什么？ 	 - いまの見た? - なにを? 
530530	533053	 - It was a rabbit, I think. - Nasty things. 	 - 我想是只兔子 - 肮脏的东西 	 - たぶんウサギよ - 汚らしい 
533283	536056	 I do enjoy setting the dogs on them. 	 我应该弄只狗来的 	 犬をけしかけてやりましょう 
536494	540000	 If you serve Hamish the wrong foods, he could get a blockage. 	 如果你给哈米什吃错了东西 他肠胃就会塞住不通的 	 まずいものを食べさせると 息子はすぐにお腹をこわすわ 
541047	542002	 Did you see it that time? 	 这次你看到了吗？ 	 こんどこそ見た? 
542834	544004	 - See what? - The rabbit. 	 - 看到什么？ - 兔子 	 - 何を? - ウサギよ 
544211	545005	 Don't shout. 	 别嚷嚷 	 いい加減になさい 
545879	550010	 Now, pay attention. Hamish said you were easily distracted. 	 集中注意力 哈米什说过你很容易分心 	 いつも上の空 ヘイミッシュの言うとおりね 
550217	554014	 - What was I saying? - Hamish has a blockage. 	 - 我刚刚说到什么了？ - 哈米什的塞子 	 - 私は何といいましたか? - ヘイミッシュは腸閉塞だと 
554471	558018	 I couldn't be more interested, but you'll have to excuse me. 	 我真的很感兴趣，但是我得失陪一下 	 もう我慢できません 失礼します 
563480	565025	 Aunt Imogene. 	 伊莫金姑姑 	 イメジン叔母 
566149	571031	 I think I'm going mad. I keep seeing a rabbit in a waistcoat. 	 我觉得我疯了 我老看见一只穿着马甲的兔子 	 私、おかしくなったのかしら チョッキを着たウサギを見たのよ 
571154	573033	 I can't be bothered with your fancy rabbit now. 	 别用你幻想的兔子来打扰我 	 そんなことに かまってるヒマなんてないわ 
573823	576036	 I'm waiting for my fiancé. 	 我在等我的未婚夫 	 フィアンセをずっと待っているの 
576743	579039	 - You have a fiancé? - Hmm. 	 - 你有未婚夫？ - 哼哼 	 フィアンセなんていたかしら 
581414	583043	 There! Did you see it? 	 那里！你看到了吗？ 	 そこよ! 見た? 
584668	586046	 He's a prince. 	 他是个王子 	 王子よ 
586211	591051	 But, alas, he cannot marry me unless he renounces his throne. 	 但是他不能和我结婚，除非他放弃王位 	 悲しいかな、王位を放棄しない限り 私と結婚することはできないの 
591341	593053	 It's tragic, isn't it? 	 这真是个悲剧啊，不是吗？ 	 悲しい話よ 
593468	594054	 Very. 	 是的 	 そうね 
604688	606006	 Lowell? 	 洛厄尔？ 	 ロウェル? 
606356	609009	 Alice. We were just... 	 爱丽丝，我们刚刚只是… 	 アリス、私たちはただ… 
610151	614014	 Hattie's an old friend.  I can see you're very close. 	 哈蒂是个老朋友  我看到你们很亲密 	 ハッティは古い友達なんだ  ただの友達には見えなかったわ 
614197	617017	 Look, you won't mention this to your sister, will you? 	 你不会告诉姐姐的，对吗？ 	 お姉さんに内緒にしててくれるね? 
617075	621021	 I don't know. I'm confused. I need time to think. 	 我不知道，我很困惑，我需要时间考虑 	 分からない。ショックよ 考えさせて 
621538	625025	 Well, think about Margaret. She'd never trust me again. 	 那就替玛格丽特想想吧，你要是告诉她 她就再也不相信我了 	 それならマーガレットのことを考えて このことを知ったらどう思うか 
625709	629029	 You don't want to ruin her marriage, do you?  Me? 	 你不想毁了她的婚姻吧，对吗？  是我吗？ 	 彼女の幸せを台無しにしたくないだろう?  私に言うこと? 
629671	633033	 But I'm not the one who's sneaking around behind her back. 	 我可不是某个背着她偷腥的人 	 陰でこそこそやってるのは 誰なの 
634384	636036	 There you are. 	 你在这里 	 そこにいたのか 
648565	650050	 Alice Kingsleigh... 	 爱丽丝·金斯利 	 アリス・キングスレイ 
650734	652052	 Hamish. 	 哈米什 	 ヘイミッシュ? 
652652	653053	 What is it? 	 怎么啦？ 	 何だ! 
653737	656056	 You have a caterpillar on your shoulder. 	 你肩膀上有只毛毛虫 	 毛虫が肩に 
657407	658058	 Ew. 	 哦 	
659242	660000	 Don't hurt it. 	 别伤害它 	 殺さないで 
666207	668008	 You'll want to wash that finger. 	 你要记得洗手 	 後で手を洗いなさい 
673423	674014	 Alice Kingsleigh, 	 爱丽丝·金斯利 	 アリス・キングスレイ 
680221	682022	 will you be my wife? 	 你愿意成为我的妻子吗？ 	 私の妻になってください 
685643	687027	 Well, 	 哦 	 そうね… 
689230	691031	 everyone expects me to, 	 每个人都希望我答应 	 皆そう望んでいるのね 
692067	694034	 and you're a lord. 	 你也是个贵族 	 あなたは貴族だし 
695737	701041	 My face won't last, and I don't want to end up like... 	 我的容貌不能保持永久 我不能最后变的像… 	 いつまでも美しくはないし イメジン叔母のようには… 
703286	706046	 But this is happening so quickly. I... 	 但这发生的太快了，我… 	 でもあまりにも突然のことで 
707540	709049	 I think I... 	 我想我… 	 私は… 
717467	719059	 I think I... 	 我想我… 	 私は… 
720470	722002	 I need a moment. 	 我需要点时间 	 時間が欲しいの 
760385	761041	 Hello. 	 喂 	 そこにいるの? 
936937	938038		 (喝下我) 	
944902	946046	 It's only a dream. 	 这只是一个梦 	 ただの夢ね 
988780	994034	 You'd think she would remember all this from the first time. 	 你说过她还记得第一次来这里的事情的 	 ここに来るのは初めてみたいだ 
994369	996036	 You've brought the wrong Alice. 	 你带错一个爱丽丝来了 	 間違ったアリスじゃないのか 
996746	1000040	 She's the right one. I'm certain of it. 	 不，就是她，我确定 	 いや彼女だ 間違いないよ 
1012780	1015055		 （吃下我） 	
1045878	1047027	 She's the wrong Alice. 	 她不是那个爱丽丝 	 違うアリスだ 
1048214	1050030	 Give her a chance. 	 给她一次机会吧 	 もう少し様子を見よう 
1127013	1129049	 Curiouser and curiouser. 	 真奇妙，真奇妙啊 	 なんて不思議なの 
1134926	1137057	 I told you she's the right Alice. 	 我说过她就是那个爱丽丝 	 言っただろう、正しいアリスだって 
1137094	1138058	 I am not convinced. 	 我不信 	 まだ分からないよ 
1138721	1140000	 How is that for gratitude? 	 你就是这样感谢我的吗？ 	 感謝の言葉もないのか? 
1140264	1143003	 I've been up there for weeks, trailing one Alice after the next, 	 我上去了好几个星期 跟踪了一个又一个爱丽丝 	 何週間も次から次へと 新しいアリスを追っかけて 
1143851	1146006	 and I was almost eaten by other animals. 	 我几乎被其他动物吃掉 	 ほとんど食われそうになっちまったり 
1146187	1147007	 Can you imagine? 	 你能想象到吗？ 	 分かるか? 
1147480	1152012	 They go about entirely unclothed, and they do their shukm in public. 	 那些家伙居然不穿衣服到处乱跑 他们居然当众便便 	 ほとんど裸でうろつきまわって、 公衆の面前で… 
1152568	1155015	 - I had to avert my eyes. - Doesn't look anything like herself. 	 - 我只好转过头去不看 - 一点都不像她自己 	 - 見てられなかったぞ - ぜんぜんアリスらしくない 
1155071	1157017	 That's because she's the wrong Alice. 	 因为她是错的爱丽丝 	 間違ったアリスだからよ 
1157532	1163023	 - If she was, she might be. - If she isn't, she ain't.  - But if she were so, she would be. - But she isn't, nohow. 	 - 如果她曾经是，她就可能是 - 如果她不是，那她就不会是  - 但是如果她是，她又会是 - 但她无论如何也不是 	 - もしそうなら、そうだろうし - そうじゃなけりゃ、そうじゃない  - でもそうだったんなら、そうだろう - でもそうじゃないんなら、どうなるんだ 
1163412	1167027	 How can I be the wrong Alice when this is my dream? 	 这是我的梦里，我怎么可能是错的爱丽丝呢？ 	 私の夢なのに 私が間違ったアリスなんてあり得ないわ 
1167423	1169029	 And who are you, if I might ask? 	 另外不介意的话，请问你们是谁？ 	 あなた方の名前は? 
1169794	1171031	 Oh, I'm Tweedledee, he's Tweedledum. 	 哦，我是特里迪，他是特里东 	 トゥイードゥルディーと トゥイードゥルダムだ 
1171504	1173033	 Contrariwise, I'm Tweedledum, he's Tweedledee. 	 相反说来，我是特里东，他是特里迪 	 逆から言うと、私がトゥイードゥルダムで、 彼がトゥイードゥルディーだ 
1173631	1177037	 We should consult Absolem.  Exactly. Absolem will know who she is. 	 我们应该去请教亚伯索伦  对，亚伯索伦应该知道她是谁 	 アブソラムに教えを乞おう それがいい。アブソラムなら知ってるはずだ 
1177802	1180040	 - I'll escort you. - Hey, it's not being your turn. 	 - 我来护送你 - 嘿，这次轮不到你 	 - ついておいで - 待て。君の番じゃないぞ 
1180304	1181041	 So unfair. 	 不公平 	 卑怯だな 
1181556	1183043	 - Hey, leave off! - Let go! 	 - 嘿，走开！ - 放手！ 	 - 放せよ - 行くぞ! 
1183349	1189049	 - Are they always this way? - Family trait.  You can both escort her. 	 - 他们总是这样吗？ - 这是他们的家族特性  你们俩可以一起护送她的 	 - いつもこうなの? - 性格なんだ  二人でエスコートすればいいだけ 
1195633	1199059	 - Who is this Absolem? - He's wise. He's absolute. 	 - 谁是亚伯索伦？ - 他就是智慧，他就是权威 	 - アブソラムって誰なの? - 賢者だ 
1199282	1201001	 He's Absolem. 	 他就是亚伯索伦 	 アブソラムさ 
1224068	1226026	 Who are you? 	 你是谁？ 	 君は誰かね? 
1227977	1229029	 Absolem? 	 亚伯索伦？ 	 アブソラム? 
1229312	1237037	 You're not Absolem, I'm Absolem. The question is, who are you?  Alice. 	 你不是亚伯索伦，我才是 我的问题是，你是谁？  爱丽丝 	 アブソラムは私だ 私の質問は…  君は誰なのか、だ  アリスよ 
1237820	1239039	 We shall see. 	 那我们来瞧瞧 	 本当かな 
1239822	1242042	 What do you mean by that? I ought to know who I am. 	 你什么意思？我当然知道我自己是谁 	 それどういう意味? じゃ、私は誰なの 
1242909	1248048	 Yes, you ought, stupid girl. Unroll the Oraculum. 	 是的，你知道，傻女孩 打开那个预言卷轴 	 愚かな娘だ 預言書を持て 
1254670	1259059	 The Oraculum, being a calendrical compendium of Underland. 	 预言卷轴记载了地下世界的历代概要 	 アンダーランドの時系列的概要 
1263262	1266006	 - It's a calendar. - Compendium. 	 - 这是一本日历 - 是历史概要 	 - 年表でしょ - 概要だ 
1266223	1271011	 It tells of each and every day since the Beginning. 	 它记载了有史以来每一天发生的事 	 世界の始まりから すべての日々のことが記されている 
1271771	1277017	 Today is Griblig Day in the time of the Red Queen. 	 今天是格里布利格日，在红皇后纪元中 （注：格里布利格日为自造词，特指爱丽丝归来之日） 	 今日はグリブリグの日で 今はレッドクィーンの時間にいる 
1278003	1281021	 Show her the Frabjous Day. 	 给她看辉煌之日 	 フラブジャスの日のところを見せなさい 
1281530	1286026	 Mmm. Yeah, Frabjous being the day you slay the Jabberwocky. 	 嗯，在辉煌之日，你杀死了炸脖龙 	 うん、そうだ。その日に君は ジャバウォッキーを殺すんだ 
1286702	1288028	 Sorry? Slay a what? 	 什么？杀死了什么？ 	 何ですって? 
1288871	1291031	 Oh, yeah. That being you, there, with the Vorpal sword. 	 哦，那里就是你，举着斩首之剑 	 ほら、ボーパスの剣を持った君がいる 
1291666	1294034	 No other swords can kill the Jabberwocky, nohow. 	 其他剑都杀不死炸脖龙的 	 この剣でなけりゃ ジャバウォッキーは切れないからね 
1294585	1297037	 If it ain't Vorpal, it ain't dead. 	 如果没有斩首之剑，它是死不了的 	 ボーパルでなけりゃ死んでた 
1297880	1299039	 That's not me! 	 那不是我 	 私じゃないわよ! 
1299340	1300040	 I know! 	 我早知道 	 やっぱりね! 
1301032	1305045	 Resolve this for us, Absolem. Is she the right Alice? 	 帮我们确认一下，亚伯索伦 她是那个爱丽丝吗？ 	 アブソラム、教えてください 彼女は正しいアリスなのか? 
1305221	1308048	 Not hardly. 	 不完全是 	 言うまでもないな 
1310893	1313053	 - I told you. - Oh, dear. 	 - 我告诉过你吧 - 哦，天哪 	 - 言った通りだ - なんてことだ 
1313396	1325005	 - I said so. - I said so.  Contrariwise, you said she might be.  No, you said she would be if she was.  Little impostor. Pretending to be Alice. She should be ashamed.  I was so certain of you. 	 - 我就这么说过 - 我才这么说过  相反，你说过她可能是的  不，你说过如果她曾经是就应该会是  小骗子，假装成爱丽丝 她应该感到羞愧  我太相信你了 	 - 言ったじゃないか - 言っただろう  君はそうだと言ったんだ  君がそう言うから、 そうだと言ったんだ  アリスのふりをした詐欺師め 恥を知りなさい  君に違いないと思ったんだが 
1325032	1328008	 I'm sorry. I don't mean to be the wrong Alice. 	 对不起，我并不想假装成你们要找的爱丽丝的 	 私だって 間違ったアリスになりたかったわけじゃないわ 
1328869	1332012	 Wait, this is my dream. 	 等等，这是我的梦 	 待って。これは私の夢なのよ 
1332415	1336016	 I'm going to wake up now and you'll all disappear. 	 我现在应该醒来，然后你们都会消失 	 目を覚ませば みんな消えてなくなる 
1343592	1347027	 That's odd. Pinching usually does the trick. 	 真奇怪，掐自己平时都有效的 	 つねれば消えてなくなるはずなのに 
1347096	1349029	 I could stick you, if that would help. 	 如果需要帮忙的话，我可以刺你 	 お望みなら突き刺してあげましょうか 
1349265	1352032	 - It might, actually. Thank you. - My pleasure. 	 - 如果有用的话真要谢谢你 - 荣幸之至 	 - そうしていただけるかしら - 喜んで 
1352977	1354034	 Ow! 	 噢！ 	
1357350	1359039	 - Bandersnatch! - Bandersnatch! 	 - 班德尔兽！ - 班德尔兽！ 	 - バンドスナッチだ! - バンドスナッチだ! 
1409366	1410030	 Wait. 	 等等 	 そうよ 
1413496	1417037	 It's only a dream. Nothing can hurt me. 	 这只是我的梦，没有什么能伤害我 	 ただの夢だわ 誰も私を傷つけられない 
1421212	1422042	 What's she doing? 	 她在干什么？ 	 何をしているんだ? 
1422546	1425045	 Can't hurt me. Can't hurt me. 	 不能伤害我，不能伤害我 	 誰も私を傷つけられない! 
1430846	1432052	 Run, you great lug! 	 快跑，你这个大笨蛋！ 	 逃げるんだ 
1490470	1493053		 （左：斯纳德，右：奎斯特） 	
1497028	1499059	 This way, east to Queast. 	 走这边，往东边去奎斯特 	 こっちだクィースト向け東だ 
1499081	1500000	 No, south to Snud. 	 不，往南边去斯纳德 	 違う、スナッド向け南だ 
1500708	1502002	 No. No, no. This way. 	 不，不，不，走这边 	 違う違うこっちだ 
1550382	1553053	 Someone has stolen three of my tarts! 	 有人偷吃了我三个果馅饼！ 	 誰かが私のタルトを三つも盗んだ! 
1561977	1564004	 - Did you steal them? - No, Your Majesty. 	 - 是你偷吃的吗？ - 不是，陛下 	 - おまえか? - 滅相もございません 
1564897	1566006	 - Did you? - No, Your Majesty. 	 - 是你吗？ - 不是，陛下 	 - おまえか? - いえ、違います 
1566815	1569009	 - Did you steal them? - No, Your Majesty. 	 - 是你偷吃的吗？ - 不是，陛下 	 - おまえが盗んだのか? - いえ、違います 
1602309	1604044	 Did you steal my tarts? 	 你偷吃了我的果馅饼吗？ 	 おまえは私のタルトを盗んだか? 
1605187	1607047	 No, Your Majesty. 	 没有，陛下 	 とんでもありません 
1613072	1615055	 Squimberry juice. 	 是小红莓果汁 	 スクィンベリージュースね 
1615614	1618058	 - I was so hungry! I didn't mean to! - Off with his head! 	 - 我太饿了！我不是有意的 - 砍下他的头！ 	 - とてもお腹が空いていたのです - 連れていけ 
1618450	1620000	 My family! Oh, please, please don't! 	 我还有家庭！哦，请，请不要！ 	 おう、どうか! どうか! 
