半	11383
十	11379
而已	11376
船	11360
靠	11317
從	11316
金	11298
声音	11279
别的	11274
帮忙	11269
快乐	11256
管	11255
那种	11211
各位	11152
黑	11132
直到	11033
比赛	10996
关	10990
球	10984
总	10973
飞	10966
只能	10961
最近	10953
容易	10902
通过	10842
打开	10821
间	10811
进行	10806
卡	10729
替	10684
娜	10681
书	10678
绝对	10671
虽然	10648
六	10635
段	10633
有趣	10629
艾	10616
同意	10591
哭	10583
罗	10569
不好意思	10559
这边	10495
硂	10491
照顾	10479
留下	10472
参加	10453
控制	10444
晚安	10419
誰	10407
特	10391
飞机	10362
醒	10346
男孩	10339
兒	10333
上面	10324
為什麼	10316
片	10314
自由	10309
主意	10274
其	10266
闭嘴	10261
放在	10246
达	10236
解释	10215
调查	10206
要求	10190
老婆	10169
曾经	10155
死亡	10148
作为	10143
学	10120
努力	10109
愛	10078
解决	10078
床	10069
开玩笑	10019
伤害	10018
游戏	10017
自	9978
唱	9941
部	9938
作	9921
不再	9913
越	9913
任何人	9877
小孩	9843
收到	9833
发	9824
辆	9815
脸	9758
每天	9753
秘密	9744
抓住	9735
音乐	9735
全部	9734
讨厌	9733
战争	9724
常	9718
休息	9696
杰克	9693
乔	9672
多久	9671
理解	9665
大人	9664
存在	9632
父母	9622
黑体	9593
冷静	9572
重	9570
结果	9559
回答	9558
咱们	9557
昨晚	9554
幫	9553
糟糕	9516
离	9484
进入	9481
知	9472
简单	9453
可爱	9452
早上	9446
除了	9446
當	9428
声	9421
於	9409
突然	9393
其中	9366
碰	9363
读	9361
考虑	9347
這樣	9339
因此	9293
老师	9285
之间	9284
指	9284
为何	9264
停止	9263
人类	9261
约翰	9259
后面	9248
医院	9244
血	9230
家人	9227
律师	9222
身体	9216
儿	9194
想想	9173
嘴	9156
光	9129
滚	9127
证明	9122
家里	9117
家庭	9115
确实	9109
睡觉	9100
祝	9100
想法	9090
老板	9088
提	9075
王	9052
道	9044
操	9038
時候	9003
請	8962
包	8957
昨天	8957
咖啡	8956
進	8941
如	8913
检查	8878
分	8868
耶	8868
陪	8863
奇	8830
任务	8808
装	8787
大概	8782
武器	8772
幹	8735
政府	8734
年轻	8733
等待	8719
其他人	8713
便	8711
丢	8710
来自	8706
雷	8664
告訴	8654
带来	8645
怪	8642
媽	8631
开枪	8603
来到	8597
画	8596
博士	8594
星期	8585
種	8569
照	8531
总统	8524
哥哥	8519
能够	8519
就算	8501
糟	8499
终于	8478
命	8471
联系	8464
正常	8437
洗	8432
若	8393
办公室	8367
方法	8358
加油	8335
同	8329
謝	8328
不见	8302
重新	8233
聪明	8216
歌	8209
介意	8199
座	8195
哈	8192
首	8192
搬	8177
队	8176
可怕	8166
放弃	8145
命令	8130
办	8118
再也	8115
直接	8108
放下	8104
這個	8099
再说	8097
步	8096
拿到	8092
目标	8073
面	8043
使用	8041
伊	8034
生意	8019
疯狂	7980
殺	7979
生日	7975
答应	7965
無	7958
店	7952
阻止	7947
美元	7934
算了	7930
病	7924
证据	7900
帶	7892
完美	7878
火	7877
原谅	7874
屁股	7867
报告	7847
即使	7846
精神	7828
对于	7826
城市	7823
痛苦	7789
组	7786
上去	7784
极了	7780
國	7773
不然	7768
坐下	7764
似乎	7752
正确	7739
负责	7727
否则	7709
盾	7703
根	7691
老兄	7691
伟大	7678
那天	7676
姑娘	7673
遍	7671
令人	7668
波	7666
梦	7661
消失	7631
按	7625
忘记	7614
腿	7609
藏	7607
七	7602
研究	7601
纽约	7598
付	7596
丝	7592
骗	7579
白	7550
事实	7538
痛	7532
李	7521
令	7516
群	7508
入	7504
紧张	7500
錯	7472
本来	7468
系统	7454
拥有	7450
大学	7438
附近	7433
开车	7427
未来	7406
从没	7391
脚	7388
翻译	7378
吓	7377
酷	7367
遇到	7361
字幕	7354
主	7349
何	7345
慢	7338
謝謝	7338
口	7300
地球	7290
臭	7282
饿	7251
外	7245
可怜	7236
仍然	7229
尸体	7200
顿	7195
美丽	7192
处	7189
叔叔	7186
反正	7182
加入	7175
安排	7168
监狱	7167
比较	7166
代表	7156
力量	7156
身	7139
整	7133
身边	7128
并且	7113
不够	7102
傻	7097
未	7087
逃	7084
扔	7079
以及	7077
問	7076
姐姐	7074
选	7073
动物	7068
电视	7064
男	7058
間	7054
食物	7030
转	7012
药	7010
收	7008
位置	7003
除非	7000
許	6995
元	6973
追	6962
原来	6948
随便	6935
什	6934
手机	6933
布	6929
妹妹	6922
假	6920
跳舞	6919
乱	6914
发誓	6900
借	6896
表演	6883
法官	6862
人生	6855
車	6849
瞧	6848
再次	6845
支持	6842
生气	6830
钥匙	6826
记住	6822
錢	6820
必要	6816
安	6811
恨	6809
礼物	6809
犯	6803
厉害	6798
下面	6779
超	6776
呼吸	6775
挂	6764
错误	6762
组织	6753
刀	6747
性	6738
谢	6737
简直	6729
兩	6728
套	6716
另外	6709
杀死	6689
理由	6659
安静	6656
国王	6642
提供	6628
躲	6622
吹	6619
放开	6619
信息	6608
到处	6597
听见	6595
案子	6583
關	6583
舒服	6573
坚持	6572
累	6570
認	6562
放松	6538
有关	6524
日子	6520
班	6518
德国	6514
弟弟	6500
约会	6499
几乎	6498
打扰	6489
英国	6476
意味	6472
慢慢	6466
日本	6463
非	6463
幸运	6456
天哪	6448
破	6432
首先	6430
面前	6429
鱼	6429
幸福	6427
银行	6407
伤	6390
事实上	6382
象	6382
建议	6371
不必	6368
老爸	6364
见面	6352
记录	6347
严重	6328
記	6319
不得不	6317
差	6317
吃饭	6275
字	6268
交给	6258
值得	6237
新闻	6236
能力	6233
将军	6230
认真	6228
意义	6221
不知	6215
约	6202
塞	6194
下午	6184
房	6182
热	6181
應	6172
老天	6163
救命	6156
喜	6148
近	6142
中心	6140
恐怖	6137
馬	6121
猫	6107
攻击	6100
正是	6090
信任	6083
关心	6078
電	6076
事件	6058
的确	6056
头发	6054
歡	6050
早就	6049
许多	6049
長	6046
差不多	6045
璶	6045
经常	6040
脱	6037
人家	6018
看上去	6015
之一	5994
想象	5990
目前	5988
试试	5988
琳	5986
记	5984
搞定	5983
英雄	5981
每次	5975
白痴	5974
砸	5969
不如	5959
警官	5959
始	5958
后来	5955
深	5938
法律	5934
边	5923
住手	5919
有时	5909
那时	5907
夜	5906
理	5900
法国	5888
红	5888
八	5882
道歉	5869
交易	5868
合作	5867
表现	5856
第三	5853
行为	5849
意外	5835
封	5832
走开	5829
学生	5828
愿	5828
酒吧	5828
眼	5824
通知	5823
寻找	5801
辦	5795
嫁	5780
肉	5778
取	5774
介绍	5765
受到	5755
實	5753
逼	5751
强	5742
躺	5742
冷	5737
動	5732
受伤	5725
撞	5723
欠	5722
气	5721
而是	5721
利用	5713
号码	5713
女朋友	5710
全都	5708
吻	5707
剩下	5706
或是	5697
开门	5688
属于	5683
学习	5678
杀人	5678
地狱	5673
真相	5665
犯罪	5663
说是	5657
承认	5655
摆	5644
下次	5628
架	5626
好多	5623
抱	5621
穦	5614
支	5613
混	5612
我家	5608
教授	5602
梦想	5602
頭	5597
烂	5591
路上	5581
怀疑	5572
早上好	5571
玛丽	5564
副	5560
弧	5559
笨蛋	5546
影响	5539
街	5535
喝酒	5530
中国	5524
足够	5522
清	5515
真实	5508
楼	5506
享受	5505
盖	5505
愚蠢	5500
拒绝	5493
同样	5485
室	5485
凶手	5483
既然	5479
一会儿	5478
现场	5476
仍	5463
文件	5453
赶	5449
多么	5426
跟着	5422
一半	5419
感	5419
适合	5415
部分	5407
案	5405
朱	5402
婚礼	5399
剛	5373
這裡	5369
颗	5368
恭喜	5366
满	5362
啤酒	5361
哎	5360
有时候	5341
烧	5334
裏	5334
鸟	5332
老大	5330
一边	5328
蛋	5309
城	5308
实际上	5308
一家	5303
不在乎	5300
自杀	5300
停下	5294
當然	5291
演	5286
敌人	5278
浪费	5277
龙	5276
感受	5274
谋杀	5271
堆	5270
碞	5270
局	5268
上来	5259
變	5259
不准	5249
票	5245
猪	5243
迪	5238
冲	5237
結	5236
美好	5236
允许	5233
吵	5227
威胁	5226
至	5222
將	5219
试图	5217
離	5216
节目	5212
婊子	5206
权利	5194
然後	5194
训练	5191
在家	5190
哪个	5177
急	5172
实在	5155
雅	5153
上次	5148
客人	5136
直	5136
历史	5134
味道	5131
接近	5119
一旦	5115
奶奶	5113
一般	5100
客气	5097
人员	5095
汤	5086
聊	5086
毁	5085
麦克	5085
爆炸	5076
方面	5075
身份	5074
从未	5073
树	5073
锁	5072
牌	5070
派对	5066
一生	5065
什么样	5061
台	5053
经历	5046
前面	5043
蒙	5039
战斗	5038
拜	5031
出发	5025
玩意	5018
一块	5012
灵魂	5002
意	4993
好人	4991
咬	4987
有的	4983
抢	4979
居然	4965
讨论	4965
鸡	4960
无论	4957
射	4945
愉快	4945
明	4943
蠢	4941
晚餐	4936
面对	4936
尽	4935
毛	4933
同时	4932
军队	4930
立刻	4921
答案	4915
學	4912
电脑	4908
多谢	4904
闭	4904
利	4895
喜歡	4890
带走	4888
警告	4873
数	4871
经过	4871
大哥	4870
尝试	4867
接下来	4866
区	4864
推	4863
输	4861
爬	4859
難	4853
吉	4851
放心	4851
多年	4843
自然	4841
岛	4838
集	4837
交	4826
醉	4826
做出	4824
巴黎	4820
迟到	4812
抽	4806
稱	4801
空	4799
邊	4793
没法	4790
彼得	4789
熊	4778
获得	4777
失败	4774
服务	4767
方向	4765
告	4761
日	4760
求求	4760
乔治	4755
杜	4742
收拾	4737
越来越	4719
根据	4716
公主	4708
及	4707
陛下	4706
黑暗	4705
遗憾	4703
背	4694
踢	4688
绝不	4684
逮捕	4683
夠	4678
念	4672
没用	4669
汽车	4664
莫	4660
破坏	4659
問題	4658
长大	4658
盯	4651
显然	4644
朝	4640
公寓	4639
邀请	4638
爱情	4636
拿走	4635
必	4631
系	4628
切	4625
包括	4599
改	4596
赚	4594
上班	4590
惹	4589
警方	4589
失望	4585
意识	4583
男朋友	4575
反对	4569
笔	4564
子	4560
火车	4560
究竟	4560
總	4558
圣诞	4554
山	4552
病人	4551
安娜	4548
尽管	4546
酒店	4542
说说	4535
来看	4534
弹	4531
烦	4531
恐怕	4530
這裏	4529
玩笑	4519
菜	4519
汤姆	4517
弗兰克	4515
风	4512
垃圾	4503
傻瓜	4502
赌	4500
机	4498
炸弹	4487
有钱	4481
公平	4477
双	4474
托	4474
害	4468
士兵	4465
修	4461
活动	4457
肯	4449
反应	4447
其它	4423
斯	4420
狗屎	4417
疼	4412
親	4411
好看	4408
度	4407
出生	4405
费	4399
超过	4384
旅行	4383
算是	4373
临	4366
事儿	4366
巨大	4362
教堂	4360
线	4355
東	4350
健康	4347
哥们	4332
轮	4331
责任	4329
東西	4327
感情	4322
海	4307
人民	4305
竟然	4305
充满	4297
上校	4296
演员	4296
瓶	4294
處	4293
同志	4289
物	4289
对方	4285
兴趣	4283
可惜	4280
失踪	4279
方	4279
治疗	4274
幾	4271
干净	4268
到达	4261
随时	4259
舞	4256
寄	4255
右	4251
伦敦	4249
笵	4243
赶快	4239
队长	4237
通常	4232
主人	4230
目的	4220
太阳	4217
不幸	4216
贾	4214
蛋糕	4213
最终	4210
麽	4204
有意思	4193
撒谎	4188
不许	4187
上车	4186
確	4185
不少	4177
暗	4174
爱上	4170
解	4167
彼此	4165
耶稣	4162
子弹	4159
习惯	4156
家族	4156
造成	4156
有事	4153
亲	4149
机器	4149
社会	4149
表示	4147
不可	4141
比如	4140
阿	4135
低	4133
恶心	4124
相当	4119
登	4118
接着	4116
罪	4116
茶	4113
意见	4110
疯子	4102
提醒	4093
难过	4089
影	4087
时刻	4087
一部分	4083
咱	4082
合	4081
考	4080
皮	4072
私人	4071
想起	4070
場	4068
通	4068
英里	4064
词	4063
杰	4058
剩	4054
好吃	4048
投	4047
拯救	4047
明显	4041
辛苦	4040
排	4037
错过	4037
见鬼	4034
查理	4029
並	4028
关闭	4028
测试	4010
器	4006
干吗	4004
鞋	3999
趴	3996
请问	3995
表	3993
紧	3984
死去	3979
左	3973
季	3969
于是	3961
印度	3958
烟	3956
好事	3942
做好	3940
蒂	3937
癸	3934
用来	3933
艘	3927
弗	3925
林	3923
跟踪	3918
记者	3914
确认	3908
课	3908
靠近	3907
差点	3906
故意	3905
作品	3903
联邦	3903
闹	3902
挖	3899
露	3897
祈祷	3896
九	3895
機	3889
洞	3888
想像	3886
兴奋	3885
丁	3882
赶紧	3879
反	3873
葛	3871
前进	3870
保罗	3866
尊重	3863
老公	3859
脑袋	3854
设计	3852
记忆	3851
吐	3850
罗马	3846
十分	3845
圈	3843
媽媽	3843
技术	3840
资料	3839
留下来	3831
神父	3819
怪物	3818
东	3817
移动	3817
大卫	3807
好玩	3800
婚姻	3799
擦	3791
某	3781
杀手	3779
对付	3769
顺利	3765
说谎	3760
现实	3759
亨利	3758
紧急	3758
演出	3757
货	3751
門	3744
压力	3741
地址	3739
心理	3737
旁边	3730
搭	3729
妓	3726
法庭	3726
任	3725
天使	3724
配	3724
心里	3721
值	3719
心情	3719
信号	3716
速度	3716
情	3711
和平	3705
戏	3701
命运	3697
谈论	3692
校对	3691
状况	3685
周围	3683
好几	3683
养	3677
治	3677
恢复	3673
监视	3673
吸	3670
石	3663
圣	3662
剑	3660
牛	3660
佛	3659
探员	3656
点儿	3653
饭	3647
不断	3640
运动	3639
签	3637
呐	3636
线索	3629
天堂	3628
意大利	3628
周末	3627
科	3621
在乎	3618
乖	3617
诺	3616
采取	3616
离婚	3615
自从	3609
会议	3607
毫无	3605
主要	3604
恐惧	3602
屁	3601
時間	3601
惊喜	3600
般	3600
轻松	3600
魔	3600
角色	3599
翻	3596
正好	3595
困	3594
怀孕	3592
困难	3589
庆祝	3589
爷爷	3585
心脏	3583
今年	3579
嘘	3577
袭击	3577
文	3573
氣	3565
叫做	3563
干杯	3561
创造	3557
动作	3556
買	3554
格	3551
宇宙	3550
一点点	3549
公园	3549
分手	3549
土地	3549
招	3549
付出	3548
干掉	3543
力	3540
毒品	3538
自我	3533
塔	3528
做爱	3526
梅	3521
厕所	3520
丹尼	3517
仅	3517
客户	3515
时代	3515
权	3512
萬	3512
糖	3508
醒来	3508
康	3507
相	3506
为止	3494
生物	3494
原	3489
娶	3484
州	3483
合适	3482
确保	3482
旧	3480
政治	3479
某个	3479
肚子	3479
感兴趣	3477
高中	3476
不怕	3475
蓝	3475
有用	3474
警长	3474
灯	3468
試	3456
倍	3455
唐	3454
期待	3451
手上	3450
无聊	3447
勇敢	3444
石头	3442
落	3439
造	3439
去世	3436
黑人	3436
尼克	3434
废话	3434
不停	3433
冰	3433
战	3433
南	3429
荣幸	3429
唔	3428
千万	3426
尤其	3424
砍	3422
要么	3418
耍	3417
俱乐部	3416
挑	3416
沙	3416
莉	3414
脑子	3399
帅	3397
看不到	3395
宝宝	3394
官	3393
骑	3386
餐厅	3381
年轻人	3376
断	3375
说明	3375
泰	3364
厨房	3363
闻	3362
超级	3360
森林	3358
天才	3355
似的	3353
手术	3353
父	3353
趟	3353
迟	3351
稍	3348
参与	3347
提到	3345
送到	3344
想念	3342
拖	3340
提出	3339
部队	3339
手指	3338
制作	3337
生存	3334
不不	3333
取消	3333
性感	3333
同一	3332
扯	3328
呵呵	3327
老鼠	3327
某种	3325
传	3321
报警	3321
女性	3316
上床	3311
层	3311
明星	3311
逃跑	3308
甜心	3304
价值	3303
制造	3303
大约	3301
型	3299
由于	3297
香港	3297
摸	3296
妓女	3295
钟	3293
交流	3292
戒指	3292
普通	3289
旅馆	3288
式	3285
从不	3281
报纸	3281
感激	3280
吉米	3275
邪恶	3268
船长	3265
执行	3262
寫	3260
艺术	3259
屋	3258
苏	3258
情报	3256
犹太人	3255
之中	3253
好处	3249
手下	3249
显示	3246
一辈子	3241
关键	3234
样	3234
婚	3231
思考	3231
下车	3229
兵	3229
纳	3224
保佑	3223
请求	3222
王子	3221
一刻	3217
夜晚	3216
安妮	3216
去年	3215
轻	3214
牺牲	3213
假装	3211
赢得	3211
复杂	3208
帽子	3204
拍摄	3202
调	3201
带到	3199
状态	3198
绑架	3196
冒	3195
满足	3192
興	3191
准	3188
仔细	3185
笨	3185
证人	3184
建立	3182
硬	3182
随	3181
师	3180
机场	3180
唱歌	3178
尽快	3177
好笑	3176
尝	3176
问问	3176
談	3175
暴力	3172
空气	3172
特殊	3168
應該	3167
停车	3162
決	3162
尖叫	3159
世上	3157
集中	3156
炸	3154
去死	3148
一会	3147
今	3145
早餐	3145
蛇	3144
詹姆斯	3143
距离	3139
专家	3138
分子	3138
田	3138
不算	3135
這兒	3135
魔鬼	3133
妮	3132
沒錯	3130
二十	3126
神秘	3125
卡车	3124
吉姆	3121
说实话	3120
冒险	3118
比尔	3117
骄傲	3117
人物	3115
赛	3115
马克	3114
本书	3113
撒	3110
與	3108
喊	3104
条件	3104
受不了	3100
卢	3098
短	3095
职业	3092
過來	3092
老人	3091
雨	3091
裤子	3090
送给	3090
墙	3089
胜利	3089
音	3089
更加	3087
地上	3085
颜色	3085
应	3084
莎拉	3084
共	3080
经验	3078
产生	3077
汉	3075
动手	3070
基	3069
放手	3067
等到	3067
博	3065
年代	3058
精彩	3057
项	3056
只不过	3051
骗子	3044
发展	3043
互相	3042
倒是	3040
邻居	3037
乐队	3034
面包	3032
山姆	3030
总之	3029
巧克力	3028
天气	3024
泡	3021
无关	3017
星	3017
站住	3016
樂	3015
碰到	3014
了不起	3010
鼻子	3009
正式	3006
需	3005
激动	3003
听听	3002
引起	3002
空间	3002
美女	3002
備	2997
供	2996
谈话	2996
那位	2993
变化	2988
追踪	2987
同事	2986
暂时	2986
代	2980
科学	2977
亲自	2972
规则	2972
號	2971
还给	2964
各	2963
撑	2963
屋子	2961
难以置信	2961
吸引	2956
毕业	2956
姓	2953
即将	2950
成员	2950
可恶	2949
极	2947
母	2947
称	2947
選	2947
时光	2945
飞行	2942
什麽	2939
死人	2935
桌子	2933
全世界	2932
道理	2932
地点	2931
数字	2931
產	2931
运气	2929
报	2927
背叛	2926
左右	2922
整天	2922
学会	2921
名单	2920
識	2919
中间	2918
夫	2917
聚会	2915
代价	2913
地区	2913
免费	2906
欧	2904
之类	2902
保险	2901
相同	2901
从来不	2898
睡着	2895
傷	2894
折磨	2894
傢伙	2891
无辜	2891
观众	2891
导演	2886
红色	2886
丹	2883
老是	2879
印象	2878
程序	2877
让开	2877
信仰	2873
胡	2873
早安	2872
不住	2867
所谓	2866
响	2862
袋	2862
世纪	2861
河	2861
游	2860
吸血	2857
流	2855
亚	2853
女生	2852
抬	2852
爹	2851
行李	2851
同学	2850
小伙子	2848
分享	2846
保	2845
您好	2845
独自	2840
顺便	2839
拳	2838
启动	2836
哎呀	2832
投票	2832
单	2830
则	2829
满意	2829
环境	2827
你家	2826
尿	2826
惨	2825
狼	2825
基地	2823
忍受	2822
筁	2820
某些	2817
箱子	2816
即	2811
程	2811
冠军	2807
耳朵	2807
贝	2807
星球	2805
特工	2804
上尉	2803
抢劫	2802
生病	2802
密码	2801
人人	2797
姐	2796
受害者	2795
服	2795
普	2794
滚开	2792
阿姨	2792
瑞	2791
发射	2790
準	2790
洛杉矶	2789
别管	2787
果	2786
欧洲	2786
脖子	2786
爾	2785
仅仅	2783
理论	2781
联络	2781
车子	2781
讲话	2778
禁止	2777
爽	2774
哈利	2773
午餐	2772
壞	2771
刺激	2770
打破	2770
狂	2770
承诺	2769
條	2767
清理	2767
神奇	2764
司机	2763
透	2761
婴儿	2760
恶魔	2758
过程	2757
教练	2756
黄	2754
归	2753
插	2751
甜	2751
醫生	2750
释放	2750
升	2748
做事	2740
接到	2739
夏天	2736
守	2736
槍	2734
单独	2733
以来	2732
管理	2732
伤心	2731
压	2730
醫	2730
后悔	2724
国	2724
乐意	2720
然而	2707
牧师	2707
窗户	2706
勇气	2705
广告	2705
唉	2701
脏	2701
具	2699
宣布	2694
维	2694
束	2693
比利	2692
舞会	2691
凭	2686
建	2684
化	2683
浪漫	2679
員	2676
奇迹	2676
顶	2676
哼	2675
有所	2675
立即	2675
练习	2674
崔	2673
呼叫	2671
卷	2670
埋	2670
尽力	2668
同性恋	2666
墨西哥	2666
揍	2666
陈	2664
强大	2663
惊讶	2663
森	2663
胖	2663
客	2659
打赌	2659
轴	2658
作用	2657
案件	2656
油	2655
彻底	2650
年纪	2649
迈克尔	2649
卡尔	2648
而言	2643
洗澡	2641
一面	2639
协议	2639
罪犯	2638
大声	2636
穿过	2636
挑战	2629
内心	2627
尽量	2626
初	2625
夏	2622
万	2620
贵	2620
歲	2618
绑	2618
底	2615
大部分	2612
女孩子	2612
楼上	2612
施	2611
专业	2609
早晨	2609
事物	2607
拜拜	2607
镇	2607
展示	2606
接触	2605
白人	2603
食	2603
瞷	2598
勒	2595
俄国	2593
